date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:58:42	14741/14741	---MCZ	200	added ('OK')	text/css	etag:W/%2204685011f1773c1291c6534634b3a2c3%22	https://r.shreejifoodsite.com/796405/assets/theme/css/style.css?rnd=1728924138346	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/theme/css/style43f1.css	(from https://796405.shreejifoodsite.com/)
17:58:42	49316/49316	---MCZ	200	added ('OK')	text/css	etag:W/%22bb1d61aa05271f3cd5bb616a1f7f167f%22	https://r.shreejifoodsite.com/796405/assets/css/mbr-additional.css?rnd=1728924138346	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/css/mbr-additional43f1.css	(from https://796405.shreejifoodsite.com/)
17:58:43	142396/142396	---M--	200	added ('OK')	image/jpeg	etag:%22f7b046964512e44ee1b8eb9363aeea5f%22	https://r.shreejifoodsite.com/796405/assets/images/photo-1469547371150-47620ed0c5ea.jpeg	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/images/photo-1469547371150-47620ed0c5ea.jpg	(from https://796405.shreejifoodsite.com/)
17:58:43	920308/920308	---M--	200	added ('OK')	image/jpeg	etag:%22c78537103fc95ed5811b59ec6e4cb8e8%22	https://r.shreejifoodsite.com/796405/assets/images/photo-1633594708103-e6e41891b-h_m298jm57.jpg	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/images/photo-1633594708103-e6e41891b-h_m298jm57.jpg	(from https://796405.shreejifoodsite.com/)
17:58:43	62227/62227	---M--	200	added ('OK')	image/jpeg	etag:%225058bf1cc9c5b19f35d272d170e0d957%22	https://r.shreejifoodsite.com/796405/assets/images/photo-1523049673857-eb18f1d7b578.jpeg	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/images/photo-1523049673857-eb18f1d7b578.jpg	(from https://796405.shreejifoodsite.com/)
17:58:43	185089/185089	---M--	200	added ('OK')	image/jpeg	etag:%223584c333f35811389603697b828dd0ae%22	https://r.shreejifoodsite.com/796405/assets/images/photo-1506976785307-8732e854ad03.jpeg	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/images/photo-1506976785307-8732e854ad03.jpg	(from https://796405.shreejifoodsite.com/)
17:58:43	145518/145518	---M--	200	added ('OK')	image/jpeg	etag:%22f3362b1f9fb76a3db994a0be866740cf%22	https://r.shreejifoodsite.com/796405/assets/images/photo-1470549813517-2fa741d25c92.jpeg	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/images/photo-1470549813517-2fa741d25c92.jpg	(from https://796405.shreejifoodsite.com/)
17:58:44	85330/85330	---M--	200	added ('OK')	image/jpeg	etag:%222b16d3550aa157be1a777701161bef2d%22	https://r.shreejifoodsite.com/796405/assets/images/photo-1498654077810-12c21d4d6dc3.jpeg	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/images/photo-1498654077810-12c21d4d6dc3.jpg	(from https://796405.shreejifoodsite.com/)
17:58:44	229669/229669	---M--	200	added ('OK')	image/jpeg	etag:%228da556c4e5b056bfe3949ad9e7f76aa1%22	https://r.shreejifoodsite.com/796405/assets/images/photo-1476837579993-f1d3948f17c2.jpeg	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/images/photo-1476837579993-f1d3948f17c2.jpg	(from https://796405.shreejifoodsite.com/)
17:58:44	276172/276172	---M--	200	added ('OK')	image/jpeg	etag:%2234df86dafd69edb3f8fbe540e0260ab2%22	https://r.shreejifoodsite.com/796405/assets/images/photo-1448907503123-67254d59ca4f.jpeg	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/images/photo-1448907503123-67254d59ca4f.jpg	(from https://796405.shreejifoodsite.com/)
17:58:44	188916/188916	---M--	200	added ('OK')	image/jpeg	etag:%226f0f827822816119ac10bc6c8ed9b47f%22	https://r.shreejifoodsite.com/796405/assets/images/photo-1444952483853-7c36e902e722.jpeg	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/images/photo-1444952483853-7c36e902e722.jpg	(from https://796405.shreejifoodsite.com/)
17:58:45	118846/118846	---M--	200	added ('OK')	image/jpeg	etag:%22b960393b904f4ba44b8ca543df41acea%22	https://r.shreejifoodsite.com/796405/assets/images/photo-1453487021979-5b739b2849f4.jpeg	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/images/photo-1453487021979-5b739b2849f4.jpg	(from https://796405.shreejifoodsite.com/)
17:58:45	142670/142670	---M--	200	added ('OK')	image/jpeg	etag:%22f867ca7415a575ef7d9485b27fb3abca%22	https://r.shreejifoodsite.com/796405/assets/images/photo-1487790343276-2fe56a7d9439.jpeg	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/images/photo-1487790343276-2fe56a7d9439.jpg	(from https://796405.shreejifoodsite.com/)
17:58:45	162690/162690	---M--	200	added ('OK')	image/jpeg	etag:%2295e0320bd3282561f3052964caa8ce2c%22	https://r.shreejifoodsite.com/796405/assets/images/photo-1447175008436-054170c2e979.jpeg	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/images/photo-1447175008436-054170c2e979.jpg	(from https://796405.shreejifoodsite.com/)
17:58:45	186058/186058	---M--	200	added ('OK')	image/jpeg	etag:%221d5bb5450b933ea9bc017757019e24b8%22	https://r.shreejifoodsite.com/796405/assets/images/photo-1432139555190-58524dae6a55.jpeg	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/images/photo-1432139555190-58524dae6a55.jpg	(from https://796405.shreejifoodsite.com/)
17:58:46	166560/166560	---M--	200	added ('OK')	image/jpeg	etag:%22a09a82b974fb414263a20b3b643dd70c%22	https://r.shreejifoodsite.com/796405/assets/images/photo-1502741384106-56538427cde9.jpeg	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/images/photo-1502741384106-56538427cde9.jpg	(from https://796405.shreejifoodsite.com/)
17:58:46	51533/51533	---M--	200	added ('OK')	image/jpeg	etag:%22c68ffefdb7f6065140fc38dd5a8818a7%22	https://r.shreejifoodsite.com/796405/assets/images/photo-1567468219153-4b1dea5227ea.jpeg	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/images/photo-1567468219153-4b1dea5227ea.jpg	(from https://796405.shreejifoodsite.com/)
17:58:46	44651/44651	---M--	200	added ('OK')	image/jpeg	etag:%228e15e97c0cf794ed0395e02ecf23866e%22	https://r.shreejifoodsite.com/796405/assets/images/photo-1694026307715-0d3709e69adf.jpeg	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/images/photo-1694026307715-0d3709e69adf.jpg	(from https://796405.shreejifoodsite.com/)
17:58:46	75992/75992	---M--	200	added ('OK')	image/jpeg	etag:%22b813ea28a2cf2f08324e2d1e40afc177%22	https://r.shreejifoodsite.com/796405/assets/images/photo-1653953893860-b8f756596132.jpeg	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/images/photo-1653953893860-b8f756596132.jpg	(from https://796405.shreejifoodsite.com/)
17:58:46	65253/65253	---M--	200	added ('OK')	image/jpeg	etag:%22f8d203acaa246b6ced94ca7dea784b09%22	https://r.shreejifoodsite.com/796405/assets/images/photo-1520975916090-3105956dac38.jpeg	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/images/photo-1520975916090-3105956dac38.jpg	(from https://796405.shreejifoodsite.com/)
17:58:47	51676/51676	---M--	200	added ('OK')	image/jpeg	etag:%22eb0d2cfca09e5223d3d74d3840a7fe3b%22	https://r.shreejifoodsite.com/796405/assets/images/photo-1676385901160-31e1b9e1c0c7.jpeg	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/images/photo-1676385901160-31e1b9e1c0c7.jpg	(from https://796405.shreejifoodsite.com/)
17:58:47	66369/66369	---M--	200	added ('OK')	image/jpeg	etag:%22822a8649c8f243a3e6b2300dd14de10f%22	https://r.shreejifoodsite.com/796405/assets/images/photo-1535026406642-530e01750ad7.jpeg	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/images/photo-1535026406642-530e01750ad7.jpg	(from https://796405.shreejifoodsite.com/)
17:58:47	89519/89519	---MCZ	200	added ('OK')	application/javascript	etag:W/%22556cc5605b9240604c835a60fe5a09da%22	https://r.shreejifoodsite.com/796405/assets/web/assets/jquery/jquery.min.js?rnd=1728924138346	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/web/assets/jquery/jquery.min43f1.js	(from https://796405.shreejifoodsite.com/)
17:58:47	78922/78922	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dcacb8552bcc847669b9cad75eb845c1%22	https://r.shreejifoodsite.com/796405/assets/bootstrap/js/bootstrap.bundle.min.js?rnd=1728924138346	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/bootstrap/js/bootstrap.bundle.min43f1.js	(from https://796405.shreejifoodsite.com/)
17:58:47	15504/15504	---MCZ	200	added ('OK')	application/javascript	etag:W/%226d663afab2e110522a4d51bf9594f6b6%22	https://r.shreejifoodsite.com/796405/assets/parallax/jarallax.js?rnd=1728924138346	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/parallax/jarallax43f1.js	(from https://796405.shreejifoodsite.com/)
17:58:48	7478/7478	---MCZ	200	added ('OK')	application/javascript	etag:W/%224c11f6e04f905912da978a4b71f05752%22	https://r.shreejifoodsite.com/796405/assets/smoothscroll/smooth-scroll.js?rnd=1728924138346	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/smoothscroll/smooth-scroll43f1.js	(from https://796405.shreejifoodsite.com/)
17:58:48	9888/9888	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f58f601418decb35a363c0edec056889%22	https://r.shreejifoodsite.com/796405/assets/ytplayer/index.js?rnd=1728924138346	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/ytplayer/index43f1.js	(from https://796405.shreejifoodsite.com/)
17:58:48	2454/2454	---MCZ	200	added ('OK')	application/javascript	etag:W/%2290370ee0781c144539adb06c8e9e8b2a%22	https://r.shreejifoodsite.com/796405/assets/dropdown/js/navbar-dropdown.js?rnd=1728924138346	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/dropdown/js/navbar-dropdown43f1.js	(from https://796405.shreejifoodsite.com/)
17:58:48	3345/3345	---MCZ	200	added ('OK')	application/javascript	etag:W/%2226a4e208b9faca5e605cd387375a67c3%22	https://r.shreejifoodsite.com/796405/assets/scrollgallery/scroll-gallery.js?rnd=1728924138346	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/scrollgallery/scroll-gallery43f1.js	(from https://796405.shreejifoodsite.com/)
17:58:49	19944/19944	---MCZ	200	added ('OK')	application/javascript	etag:W/%228ce340250b1e24435cf6eff58d338694%22	https://r.shreejifoodsite.com/796405/assets/vimeoplayer/player.js?rnd=1728924138346	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/vimeoplayer/player43f1.js	(from https://796405.shreejifoodsite.com/)
17:58:49	23845/23845	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a546fd22c1878015331b44e5d9f90bb7%22	https://r.shreejifoodsite.com/796405/assets/masonry/masonry.pkgd.min.js?rnd=1728924138346	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/masonry/masonry.pkgd.min43f1.js	(from https://796405.shreejifoodsite.com/)
17:58:49	5549/5549	---MCZ	200	added ('OK')	application/javascript	etag:W/%224ca7d8ce67697b5ca2cd80bc1c236f43%22	https://r.shreejifoodsite.com/796405/assets/imagesloaded/imagesloaded.pkgd.min.js?rnd=1728924138346	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/imagesloaded/imagesloaded.pkgd.min43f1.js	(from https://796405.shreejifoodsite.com/)
17:58:49	31941/31941	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a42307c546cd9f9b1f6638ac4cef3a49%22	https://r.shreejifoodsite.com/796405/assets/theme/js/script.js?rnd=1728924138346	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/theme/js/script43f1.js	(from https://796405.shreejifoodsite.com/)
17:58:50	6208/6208	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e988d7059faa52a09d108a2bb8b94aa0%22	https://r.shreejifoodsite.com/796405/assets/formoid/formoid.min.js?rnd=1728924138346	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/formoid/formoid.min43f1.js	(from https://796405.shreejifoodsite.com/)
17:58:50	25468/25468	---M--	200	added ('OK')	binary/octet-stream	etag:%22385866f21466d026cef79ed73d2e93cb%22	https://r.shreejifoodsite.com/796405/assets/web/assets/shreejifood-icons2/shreejifood2.eot?f2bix4	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/web/assets/shreejifood-icons2/shreejifood21e04.eot	(from https://r.shreejifoodsite.com/796405/assets/web/assets/shreejifood-icons2/shreejifood2.css?rnd=1728924138346)
17:58:50	25280/25280	---M--	200	added ('OK')	binary/octet-stream	etag:%22a915592fd82d5a2f17cbbc795a6c31e8%22	https://r.shreejifoodsite.com/796405/assets/web/assets/shreejifood-icons2/shreejifood2.ttf?f2bix4	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/web/assets/shreejifood-icons2/shreejifood21e04.ttf	(from https://r.shreejifoodsite.com/796405/assets/web/assets/shreejifood-icons2/shreejifood2.css?rnd=1728924138346)
17:58:51	25356/25356	---MCZ	200	added ('OK')	application/font-woff	etag:W/%220a7e6a641c103830068ddcebe2ca65ae%22	https://r.shreejifoodsite.com/796405/assets/web/assets/shreejifood-icons2/shreejifood2.woff?f2bix4	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/web/assets/shreejifood-icons2/shreejifood21e04.woff	(from https://r.shreejifoodsite.com/796405/assets/web/assets/shreejifood-icons2/shreejifood2.css?rnd=1728924138346)
17:58:52	72845/72845	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22bac098032ed07737247de19179bf7059%22	https://r.shreejifoodsite.com/796405/assets/web/assets/shreejifood-icons2/shreejifood2.svg?f2bix4	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/web/assets/shreejifood-icons2/shreejifood21e04.svg	(from https://r.shreejifoodsite.com/796405/assets/web/assets/shreejifood-icons2/shreejifood2.css?rnd=1728924138346)
17:58:52	67480/67480	---M--	200	added ('OK')	image/jpeg	etag:%22811ab79014ffed287ba2d721b5fb9cc9%22	https://r.shreejifoodsite.com/796405/assets/images/food_header.jpg	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/images/food_header.jpg	(from https://r.shreejifoodsite.com/796405/assets/css/mbr-additional.css?rnd=1728924138346)
17:58:52	235263/235263	---M--	200	added ('OK')	image/jpeg	etag:%22efc0346788a394934242812172078786%22	https://r.shreejifoodsite.com/796405/assets/images/photo-1449831438585-6f419654d73e.jpeg	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/../menu.jpg	(from https://r.shreejifoodsite.com/796405/assets/css/mbr-additional.css?rnd=1728924138346)
17:58:53	125405/125405	---M--	200	added ('OK')	image/jpeg	etag:%226fcc5142d575a410a2999bb31807215f%22	https://r.shreejifoodsite.com/796405/assets/images/background1.jpg?rnd=1728924141144	C:/My%20Web%20Sites/shreejifoodnsnacks/r.shreejifoodsite.com/796405/assets/images/background10aff.jpg	(from https://r.shreejifoodsite.com/796405/assets/css/mbr-additional.css?rnd=1728924138346)
17:58:53	263/263	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Oct%202024%2016:58:53%20GMT	https://r.shreejifoodsite.com/robots.txt		(from https://r.shreejifoodsite.com/796405/assets/web/assets/shreejifood-icons2/shreejifood2.css?rnd=1728924138346)
